Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Normalized): F1: Sample	Abundances (Normalized): F2: Sample	Abundances (Normalized): F3: Sample	Abundances (Normalized): F4: Sample	Abundances (Normalized): F5: Sample	Abundances (Normalized): F6: Sample	Abundances (Normalized): F7: Sample	Abundances (Normalized): F8: Sample	Abundances (Normalized): F9: Sample	Abundances (Normalized): F10: Sample	Abundances (Normalized): F11: Sample	Abundances (Normalized): F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	P54259	Atrophin-1 OS=Homo sapiens OX=9606 GN=ATN1 PE=1 SV=3	0.001	FALSE	5.572	2	1	13	1	1190	125.3	8.98	23.2	1	0	199326.2007	245035.0109	211585.5964	264642.3924	293739.5329	284604.4025	210919.1693	188245.625	224917.042	173729.9188	271571.3289	209342.8939	High	High	High	High	High	Peak Found	Peak Found	High	High	Peak Found	High	High	1	
FALSE	High	Master Protein	Q5QP82	DDB1- and CUL4-associated factor 10 OS=Homo sapiens OX=9606 GN=DCAF10 PE=1 SV=1	0	FALSE	13.004	5	2	22	2	559	60.5	7.5	14.43	2	0	199523.3991	220190.0657	211787.5687	198115.687	164416.4991	183722.5298	205140.8011	193788.7813	206697.543	308757.0662	327299.0869	335846.741	High	High	High	High	High	High	High	Peak Found	High	High	High	High	1	
FALSE	High	Master Protein	Q8IYA6	Cytoskeleton-associated protein 2-like OS=Homo sapiens OX=9606 GN=CKAP2L PE=1 SV=4	0	FALSE	9.952	4	2	15	2	745	83.5	9.83	11.47	2	0	217564.7799	353840.5896	212388.2707	341366.4022	337211.9091	406753.5816	188461.0563	176213.5469	176162.7184	121762.5605	229048.0687	133259.725	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9HBH1	Peptide deformylase, mitochondrial OS=Homo sapiens OX=9606 GN=PDF PE=1 SV=1	0.001	FALSE	4.805	9	1	14	1	243	27	9.16	10.97	1	0	235846.3043	196816.7109	213110.3069	237976.1898	244959.5827	322331.9638	234069.0185	178260.2031	251296.6893	202844.4465	175431.7958	201418.1487	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BW72	HIG1 domain family member 2A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD2A PE=1 SV=1	0.004	FALSE	3.572	28	1	2	1	106	11.5	10.2	0	1	0			213546.2094	146758.3253	93235.62986			207288.25					Not Found	Not Found	Peak Found	High	Peak Found	Not Found	High	Peak Found	Not Found	Not Found	Not Found	Not Found	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	P47712	Cytosolic phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G4A PE=1 SV=2	0.001	FALSE	4.876	3	2	22	2	749	85.2	5.38	3.66	2	0	138209.4304	257229.6914	213647.9013	450716.4605	309813.3583	396970.7596	293744.5761	302339.0586	302315.078	170869.5292	178045.2201	77285.51341	High	High	High	High	High	High	High	High	High	Peak Found	High	High	1	
FALSE	Medium	Master Protein	Q7L311	Armadillo repeat-containing X-linked protein 2 OS=Homo sapiens OX=9606 GN=ARMCX2 PE=2 SV=1	0.017	FALSE	2.434	2	1	4	1	632	65.6	8.53	0	1	0	138376.1918	158114.3594	213787.9728	163599.1638	126584.8282			57418.72266		240890.0194	218596.9545	221581.0223	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Not Found	Peak Found	Not Found	High	High	Peak Found	1	
FALSE	High	Master Protein	Q5JS37	NHL repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=NHLRC3 PE=2 SV=1	0	FALSE	7.172	4	1	13	1	347	38.3	6.43	32	1	0	226405.6233	202728.0235	213940.1551	267506.2544	276292.2681	222472.5505	260795.4412	269928.8438	255253.3741	341571.5674	341092.4279	323004.5015	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5EBL4	RILP-like protein 1 OS=Homo sapiens OX=9606 GN=RILPL1 PE=1 SV=1	0	FALSE	7.696	8	3	4	3	403	47.1	5.21	0	3	0	408179.2135	266092.7689	214001.0754	825209.1919	329797.6988	889838.1644			226084.8335				Peak Found	Peak Found	Peak Found	High	Peak Found	High	Not Found	Not Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	O43303	Centriolar coiled-coil protein of 110 kDa OS=Homo sapiens OX=9606 GN=CCP110 PE=1 SV=3	0.057	FALSE	1.916	2	1	2	1	1012	113.4	8.65	0	1	0	223523.2109	170204.3266	215349.4036	208683.2453	176558.0313	151198.0783	260957.531	173363.2344	157531.1097	101383.7781	142961.4861	129672.623	Peak Found	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q8IU85	Calcium/calmodulin-dependent protein kinase type 1D OS=Homo sapiens OX=9606 GN=CAMK1D PE=1 SV=1	0	FALSE	19.529	16	5	61	1	385	42.9	7.21	47.37	5	0	512775.4882	260075.126	215663.9611				416504.4658	339791.7813					Peak Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	Peak Found	High	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q92934	Bcl2-associated agonist of cell death OS=Homo sapiens OX=9606 GN=BAD PE=1 SV=3	0.031	FALSE	2.17	5	1	4	1	168	18.4	7.15	0	1	0	158032.3156	172934.2517	215683.6573	331477.1028	364532.0473	374590.6652	244458.7765	283847.3125	213135.3504	301226.591	387936.867	243720.4909	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	Q6ZT12	E3 ubiquitin-protein ligase UBR3 OS=Homo sapiens OX=9606 GN=UBR3 PE=2 SV=2	0.003	FALSE	4.093	0	1	19	1	1888	212.3	6.1	19.12	1	0	268626.647	303795.7499	216386.2128	246018.2775	220955.1144	239355.4423	221218.3253		216202.3615	195135.3866	144907.5708		High	High	High	High	High	High	High	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	Q2KHR2	DNA-binding protein RFX7 OS=Homo sapiens OX=9606 GN=RFX7 PE=1 SV=1	0	FALSE	10.292	3	2	16	2	1363	146.8	6.76	15.06	2	0	207551.579	206972.0135	216816.2377	230487.8355	187632.7707	217250.5859	257349.8897	197181.1719	244317.3707	253335.5982	279080.5821	222618.7953	Peak Found	High	High	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	Q14451	Growth factor receptor-bound protein 7 OS=Homo sapiens OX=9606 GN=GRB7 PE=1 SV=2	0	FALSE	8.008	3	1	13	1	532	59.6	8.5	12.77	1	0	153466.6051	157608.1004	217005.0271		87360.52979	148518.9862	155231.2705	134869.8281	189956.6549	221930.3729	232484.4055	243024.2187	High	High	High	Not Found	Peak Found	High	Peak Found	Peak Found	High	High	High	High	1	
FALSE	Medium	Master Protein	Q6PML9	Zinc transporter 9 OS=Homo sapiens OX=9606 GN=SLC30A9 PE=1 SV=1	0.022	FALSE	2.326	1	1	13	1	568	63.5	8.32	0	1	0	215322.2159	202675.0311	217085.2342	287310.927	268835.5689	262211.9499	213481.5375	221957.6094	228919.901	261606.0621	273567.762	248077.661	High	High	Peak Found	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q32M88	Protein-glucosylgalactosylhydroxylysine glucosidase OS=Homo sapiens OX=9606 GN=PGGHG PE=1 SV=2	0	FALSE	14.919	9	3	9	3	737	80.6	5.25	2.95	3	0	341707.7307	265901.3743	217956.452	244130.5285	174731.6646	214611.055		76134.05859	71808.46952	199906.6244	161468.1455	169082.5174	High	High	Peak Found	High	Peak Found	High	Not Found	Peak Found	Peak Found	High	High	High	1	
FALSE	High	Master Protein	Q53GT1	Kelch-like protein 22 OS=Homo sapiens OX=9606 GN=KLHL22 PE=1 SV=2	0	FALSE	7.372	4	2	31	2	634	71.6	5.49	31.61	2	0	354261.2657	323992.3907	218300.1551	162954.4316	166706.1959	153075.9615	226343.2086	242571.9453	309830.3555	281698.5359	414997.9987	492626.8093	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P49759	Dual specificity protein kinase CLK1 OS=Homo sapiens OX=9606 GN=CLK1 PE=1 SV=2	0	FALSE	6.446	4	1	2	1	484	57.3	8.87	5.6	1	0	181283.1682	243681.2188	218834.0591	166149.4643	84260.79809	112426.1348	201525.0901	143231.5313	166601.4043	215206.3793	192201.685	112656.3477	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q8WV92	MIT domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MITD1 PE=1 SV=1	0.004	FALSE	3.591	4	1	2	1	249	29.3	8	0	1	0	222494.1616	188903.0489	218954.456	207636.883	202174.6189	263113.5998	246433.6562	153584.8594	143320.4138	263453.258	194785.8078	193660.3242	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q96MF7	E3 SUMO-protein ligase NSE2 OS=Homo sapiens OX=9606 GN=NSMCE2 PE=1 SV=2	0.054	FALSE	1.942	3	1	1	1	247	27.9	7.74	0	1	0	247290.1596	231223.9513	218960.8992	201011.0577	196235.7854	177422.0313	248304.1636	210034.5781	165760.17	163992.4616	114320.5773	152754.7948	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q8N5I4	Dehydrogenase/reductase SDR family member on chromosome X OS=Homo sapiens OX=9606 GN=DHRSX PE=1 SV=2	0.003	FALSE	3.996	4	1	8	1	330	36.4	9	6.5	1	0	244307.36	236678.6962	219054.0145	322977.1184	343160.6034	291357.9597	277870.9779	253485	257922.3271	258893.4533	272236.2665	308150.0297	High	High	High	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q8NEV8	Exophilin-5 OS=Homo sapiens OX=9606 GN=EXPH5 PE=1 SV=3	0	FALSE	11.99	3	4	12	4	1989	222.4	7.87	0	4	0	293326.816	205316.3892	220434.1119	145181.8378	313297.2975	285406.9664	210633.9647	265745.8242	175739.623	166106.6813	182926.5745	179440.093	High	Peak Found	High	High	High	High	High	High	High	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	Q8IY21	Probable ATP-dependent RNA helicase DDX60 OS=Homo sapiens OX=9606 GN=DDX60 PE=1 SV=3	0	FALSE	8.024	1	2	13	2	1712	197.7	7.59	10.94	2	0	173147.3046	216206.892	220581.8604	249988.3733	201764.271	222844.7322	148510.6877	164307.0234	161743.4767	241862.1861	263315.3769	263852.7015	High	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	High	1	
FALSE	High	Master Protein	P07477	SWISS-PROT:P07477 Tax_Id=9606 Gene_Symbol=PRSS1 Trypsin-1 precursor	0.001	TRUE	5.03	8	1	2	1	247	26.5	6.51	6.9	1	0	276035.7535	270292.0868	220587.4956		279463.5375	299737.0012							Peak Found	Peak Found	Peak Found	Not Found	High	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q96AX9	E3 ubiquitin-protein ligase MIB2 OS=Homo sapiens OX=9606 GN=MIB2 PE=1 SV=3	0.001	FALSE	5.069	2	2	8	2	1013	109.9	8.44	0	2	0			220695.6739	214449.6931	116576.7095	196774.1634	350574.6207	261306.6016	255261.4985	330142.1076	171223.3144	335925.0292	Not Found	Not Found	High	High	Peak Found	High	Peak Found	Peak Found	High	Peak Found	High	High	1	
FALSE	High	Master Protein	Q96AY4	Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4	0	FALSE	12.875	2	3	23	3	2481	270.7	6.89	18.87	3	0	229563.5312	216298.0645	220745.5286	174982.6707	155822.3427	166542.4396	200992.1927	179930.8672	225258.4598	214915.8968	89425.75908	202129.2833	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O15265	Ataxin-7 OS=Homo sapiens OX=9606 GN=ATXN7 PE=1 SV=1	0	FALSE	6.439	2	1	27	1	892	95.4	9.85	22.71	1	0	236876.2196	215522.8033	220970.5157	179877.6219	136519.3183	149947.6552	180544.7566	118546.2813	166623.3587	214264.6333	196557.6083	183217.2228	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NPH0	Lysophosphatidic acid phosphatase type 6 OS=Homo sapiens OX=9606 GN=ACP6 PE=1 SV=3	0.004	FALSE	3.439	2	1	14	1	428	48.9	6.47	17.65	1	0	223169.6907	254794.2331	223700.7677	291224.0262	231678.9026	336161.8757	281345.4949	278579.9063	226919.7659	311213.4838	289225.8506	332458.1608	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q7L273	BTB/POZ domain-containing protein KCTD9 OS=Homo sapiens OX=9606 GN=KCTD9 PE=1 SV=1	0	FALSE	15.646	14	3	32	3	389	42.5	6.37	28.57	3	0	196915.6003	114246.4277	223967.6793	140530.597	77039.92198	94423.5278	136255.6106	148871.6719	145130.2828	323106.5335	274126.3122	331302.6585	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P17813	Endoglin OS=Homo sapiens OX=9606 GN=ENG PE=1 SV=2	0	FALSE	7.403	3	1	38	1	658	70.5	6.61	94.54	1	0	238732.5013	217851.5906	224037.3487	448880.2733	405715.2172	392303.4262	136957.8213	171330.6563	181808.2759	171285.1323	172273.4044	189601.7114	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Low	Master Protein	Q7Z3B1	Neuronal growth regulator 1 OS=Homo sapiens OX=9606 GN=NEGR1 PE=1 SV=3	0.067	FALSE	1.858	2	1	3	1	354	38.7	6.21	0	1	0	169906.8738	206860.4531	224069.1988	233039.3081	280027.3206	206352.8068	255795.599	180087.625	171753.0809	101946.7641	159651.3441	152108.833	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	Q8IWI9	MAX gene-associated protein OS=Homo sapiens OX=9606 GN=MGA PE=1 SV=4	0	FALSE	9.502	2	3	12	3	3065	336	6.9	6.62	3	0	148051.9871	222791.6339	224550.9922	121022.8262	205049.5046	84568.91981	286615.0637	252389.2852	347756.1655	33946.38074	256851.9101	39356.48602	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	Peak Found	High	High	1	
FALSE	High	Master Protein	P03923	NADH-ubiquinone oxidoreductase chain 6 OS=Homo sapiens OX=9606 GN=MT-ND6 PE=1 SV=2	0.003	FALSE	3.714	8	1	1	1	174	18.6	4.22	0	1	0			225136.7806	311430.467			241571.3382		298543.771	307062.228	288025.5353	268094.2164	Not Found	Not Found	High	Peak Found	Not Found	Not Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9H6K1	Protein ILRUN OS=Homo sapiens OX=9606 GN=ILRUN PE=1 SV=2	0	FALSE	7.736	7	1	12	1	298	32.9	4.58	24.92	1	0	341195.6275	257739.5251	225164.0838	265350.0813	286964.068	257321.5024	290932.8919	292676.6875	297211.9601	267735.2908	322018.8491	456683.2841	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P36268	Inactive glutathione hydrolase 2 OS=Homo sapiens OX=9606 GN=GGT2 PE=1 SV=3	0.001	FALSE	5.685	4	2	5	2	569	61.7	7.58	6.27	2	0		214737.3793	225389.1895	348067.2536	151132.0331	342227.747	566500.4461	517691.4531	589999.7031	507165.1125	156073.0273	261740.0036	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q9BQD3	KxDL motif-containing protein 1 OS=Homo sapiens OX=9606 GN=KXD1 PE=1 SV=2	0.01	FALSE	2.714	4	1	12	1	176	19.7	4.89	3.63	1	0	268375.1337	265555.8008	225426.2976	346513.1026	314805.9306	309268.1927	359136.0638	483209.9063	409423.0893	383634.2959	369070.7441	506499.0421	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O43570	Carbonic anhydrase 12 OS=Homo sapiens OX=9606 GN=CA12 PE=1 SV=1	0	FALSE	25.414	12	4	21	4	354	39.4	7.23	40.64	4	0	251735.0767	226353.1211	226830.8699	2302723.42	2070074.352	2034194.835	238632.4129	181679.8281	212578.0588				High	High	High	High	High	High	High	High	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	P46527	Cyclin-dependent kinase inhibitor 1B OS=Homo sapiens OX=9606 GN=CDKN1B PE=1 SV=1	0	FALSE	7.398	7	1	17	1	198	22.1	7.02	31.43	1	0	261282.3431	250827.7287	229025.7256	493097.4248	379062.1676	437650.7348	189669.8442	205046.6094	214740.2376	606179.7308	564949.7268	704029.0099	High	High	High	High	High	High	High	Peak Found	High	High	High	High	1	
FALSE	High	Master Protein	Q86SJ2	Amphoterin-induced protein 2 OS=Homo sapiens OX=9606 GN=AMIGO2 PE=1 SV=1	0.001	FALSE	6.16	4	2	7	1	522	57.9	8.4	2.38	2	0	229109.2149	254202.8331	229065.0964	529681.5329	559214.1895	545405.6717	376008.6098	325473.7188	411597.5142	370725.6545	434847.7255	567045.4776	Peak Found	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	P15923	Transcription factor E2-alpha OS=Homo sapiens OX=9606 GN=TCF3 PE=1 SV=1	0	FALSE	9.766	4	2	10	2	654	67.6	6.47	14.54	2	0	300712.6339	234129.9164	229799.071	124196.331	164688.7279	114115.8105	210550.7933	188375.9844	178316.7047		145892.7952		High	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	Q6UWP2	Dehydrogenase/reductase SDR family member 11 OS=Homo sapiens OX=9606 GN=DHRS11 PE=1 SV=1	0.021	FALSE	2.358	4	1	2	1	260	28.3	6.64	0	1	0	227196.2769	214705.0388	230502.898	157346.9097			310676.0597	151187.4063	261610.1767	324088.6945	283533.9898	313758.624	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	1	
FALSE	High	Master Protein	Q86XA9	HEAT repeat-containing protein 5A OS=Homo sapiens OX=9606 GN=HEATR5A PE=1 SV=2	0	FALSE	13.93	2	3	35	3	2040	221.9	6.58	82.46	3	0	228038.7078	247916.044	231502.9599	249409.9482	199102.6969	197967.7127	201457.379	201615.0508	205800.6051	229022.2366	211984.6397	181461.4562	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5SW96	Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens OX=9606 GN=LDLRAP1 PE=1 SV=3	0.001	FALSE	5.148	6	2	12	2	308	33.9	6.7	7.02	2	0	159377.5847	416617.0635	231567.6784	339413.5237	263122.6719	463503.362	242254.3454	418406.9766		244060.2682	201560.1295		High	High	Peak Found	High	Peak Found	High	Peak Found	High	Not Found	High	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	Q5JTW2	Centrosomal protein of 78 kDa OS=Homo sapiens OX=9606 GN=CEP78 PE=1 SV=1	0.022	FALSE	2.323	1	1	2	1	689	76.3	8.18	0	1	0	496133.9479	279484.3804	231688.3553	236745.4304		178218.4431	203898.505		225404.4337			149499.994	High	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	High	Not Found	Peak Found	Not Found	Not Found	Peak Found	1	
FALSE	High	Master Protein	Q9Y2T7	Y-box-binding protein 2 OS=Homo sapiens OX=9606 GN=YBX2 PE=1 SV=2	0	FALSE	52.678	21	6	198	2	364	38.5	10.8	431.41	6	0	236962.7835	305725.0692	232918.4632	447994.1141	425581.8398	488354.7205	267504.6809	299742.2891	368759.2779	648272.2084	591404.953	538262.1201	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q08170	Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2	0	FALSE	25.79	13	6	176	1	494	56.6	11.52	296.85	6	0		451791.9934	232942.2322	384988.7523	344746.1348	302567.556	357845.2602	331798.125	200660.4166		307984.7569	475031.733	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q6PHR2	Serine/threonine-protein kinase ULK3 OS=Homo sapiens OX=9606 GN=ULK3 PE=1 SV=2	0	FALSE	14.97	12	3	40	3	472	53.4	7.36	25.23	3	0	216173.7694	269540.7163	234085.8837	324543.9857	300936.0153	285135.437	288044.113	246530.4258	335128.9858	300284.2232	398595.5466	307659.8569	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q17RS7	Flap endonuclease GEN homolog 1 OS=Homo sapiens OX=9606 GN=GEN1 PE=1 SV=2	0.005	FALSE	3.322	1	1	10	1	908	102.8	7.81	12.14	1	0	275027.2307	306887.3516	234280.2382	196738.5853	157571.9746	162065.3388	222781.149	250061.625	236939.7044	103969.3708	114761.4828	95298.86421	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q96K21	Abscission/NoCut checkpoint regulator OS=Homo sapiens OX=9606 GN=ZFYVE19 PE=1 SV=3	0.015	FALSE	2.471	2	1	1	1	471	51.5	5.73	0	1	0	292799.8111	271994.7728	234316.5706	153549.0421	160511.6457	230565.7614	230004.6615	245451.8906	209011.3078	323306.2411	240785.6681	273064.3188	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	High	Master Protein	Q07889	Son of sevenless homolog 1 OS=Homo sapiens OX=9606 GN=SOS1 PE=1 SV=1	0.002	FALSE	4.42	2	2	11	2	1333	152.4	6.84	0	2	0	311222.6955	269750.7666	234367.9661	268608.6788	374640.9073	272089.1697	334021.9343	267547.0391	236369.8431	246330.221	290812.3097	363141.1783	High	High	High	High	High	High	Peak Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8TF46	DIS3-like exonuclease 1 OS=Homo sapiens OX=9606 GN=DIS3L PE=1 SV=2	0	FALSE	8.583	2	1	14	1	1054	120.7	6.54	12.33	1	0	187862.7651	258544.2478	234370.1857	193586.3788	154998.6525	182979.7436	227567.5838	200558.8516	200485.0154	246302.1831	251240.5904	280468.2412	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8IWE4	DCN1-like protein 3 OS=Homo sapiens OX=9606 GN=DCUN1D3 PE=1 SV=1	0	FALSE	12.495	9	2	24	2	304	34.3	5.12	31.49	2	0	215650.96	211979.0963	235795.1868	337178.2221	337124.0573	315245.3717	264738.2175	209413.4063	246843.6795	231072.2593	223906.4081	216491.009	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q02108	Guanylate cyclase soluble subunit alpha-1 OS=Homo sapiens OX=9606 GN=GUCY1A1 PE=1 SV=2	0	FALSE	10.36	4	2	8	2	690	77.4	7.11	16.93	2	0	264864.387	231521.5418	235830.2694	190610.7517	177714.8012	195337.5392	87763.63034	85340.375	108533.9929				High	High	High	High	Peak Found	High	High	Peak Found	High	Not Found	Not Found	High	1	
FALSE	High	Master Protein	O75127	Pentatricopeptide repeat-containing protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD1 PE=1 SV=2	0.002	FALSE	4.489	1	1	24	1	700	78.8	8.59	23.24	1	0	328342.9835	270569.2365	235968.0351	230983.9586	235027.717	221079.7826	354558.966	260050.7344	299569.8551	353513.1113	303996.733	335182.4915	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5VU97	VWFA and cache domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CACHD1 PE=2 SV=2	0.001	FALSE	5.57	1	1	7	1	1274	142.2	6.43	8.63	1	0	236921.2655	189130.2387	236146.7447	123458.3	92013.04425	168242.3796	139037.0823	122078.1563	78212.1807	218702.9339	195401.1977	189250.1071	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	High	Master Protein	P54803	Galactocerebrosidase OS=Homo sapiens OX=9606 GN=GALC PE=1 SV=3	0	FALSE	8.616	4	1	9	1	685	77	6.64	31.39	1	0	106188.2461	212857.2138	236919.4868	310486.8303	201123.4089	198104.0856			112564.4439	201538.467	219792.0844		Peak Found	High	High	High	High	Peak Found	Not Found	High	Peak Found	High	High	High	1	
FALSE	Medium	Master Protein	Q9ULQ1	Two pore channel protein 1 OS=Homo sapiens OX=9606 GN=TPCN1 PE=1 SV=3	0.014	FALSE	2.506	1	1	1	1	816	94.1	8.27	1.62	1	0	259773.7123	263241.7155	238113.327	343431.5378	268214.3077	213689.3931	156082.6914	107718.5156	112716.6431	125607.1409	88779.56157	85777.45894	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
