"Master"	"Accession"	"Description"	"Exp..q.value..Combined"	"Contaminant"	"Sum.PEP.Score"	"Coverage...."	"X..Peptides"	"X..PSMs"	"X..Unique.Peptides"	"X..AAs"	"MW..kDa."	"calc..pI"	"Score.Sequest.HT..Sequest.HT"	"X..Peptides..by.Search.Engine...Sequest.HT"	"X..Razor.Peptides"	"Abundances..Normalized...F1..Sample"	"Abundances..Normalized...F2..Sample"	"Abundances..Normalized...F3..Sample"	"Abundances..Normalized...F4..Sample"	"Abundances..Normalized...F5..Sample"	"Abundances..Normalized...F6..Sample"	"Abundances..Normalized...F7..Sample"	"Abundances..Normalized...F8..Sample"	"Abundances..Normalized...F9..Sample"	"Abundances..Normalized...F10..Sample"	"Abundances..Normalized...F11..Sample"	"Abundances..Normalized...F12..Sample"
"IsMasterProtein"	"Q14247"	"Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2"	0	"FALSE"	87.377	34	17	343	17	550	61.5	5.4	625.23	17	0	281764320	268389264	198047904	161041664	154378480	161248608	588405504	612697472	698973888	205085056	199138400	177947808
"IsMasterProtein"	"Q9Y2T3"	"Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA PE=1 SV=1"	0	"FALSE"	97.077	43	17	264	17	454	51	5.68	566.81	17	0	102846712	108441016	91900976	68910504	68300376	55542388	55246216	53874840	54977244	36753984	41665260	42974960
"IsMasterProtein"	"Q5JPE7"	"Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1"	0	"FALSE"	75.989	17	17	268	17	1267	139.4	5.76	383.48	17	0	15238739	14507635	16675340	21810824	22782012	22449794	14065182	18301732	15672996	18146724	19815256	17855802
"IsMasterProtein"	"P26006"	"Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5"	0	"FALSE"	105.156	20	17	1121	17	1051	116.5	6.77	1160.81	17	0	86941992	97123920	70838328	48582764	56175584	48414796	207040432	185826496	189637552	93644488	101236736	87772352
"IsMasterProtein"	"Q86UE4"	"Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2"	0	"FALSE"	95.109	32	17	265	17	582	63.8	9.32	694.41	17	0	159540368	159460480	131748448	196422112	181012064	186471184	125443600	75898744	118962824	104282664	94547776	107370008
"IsMasterProtein"	"P09238"	"Stromelysin-2 OS=Homo sapiens OX=9606 GN=MMP10 PE=1 SV=1"	0	"FALSE"	75.11	35	17	323	17	476	54.1	5.8	539.01	17	0	13018730	15666867	12494171	31273546	28206352	24205902	135700016	130828720	110321496	31332646	29758554	21545588
"IsMasterProtein"	"P00749"	"Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=2"	0	"FALSE"	116.477	40	17	975	17	431	48.5	8.41	2162.87	17	0	703001472	775922368	768048320	330516864	312282400	310580576	2202080256	2170761984	2235046656	865094592	981885440	790919488
"IsMasterProtein"	"Q9BXX0"	"EMILIN-2 OS=Homo sapiens OX=9606 GN=EMILIN2 PE=1 SV=3"	0	"FALSE"	60.918	17	17	94	17	1053	115.6	6.46	146.04	17	0	7515053	9429455	6065104	20152090	23760514	17666184	607899.3125	211384.484375	523396.8125	1279491.625	745661.625	1898310.875
"IsMasterProtein"	"Q92499"	"ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2"	0	"FALSE"	85.962	27	17	350	17	740	82.4	7.23	718.21	17	0	58489972	65342044	57491780	39482668	42024288	37469588	40673684	53115648	56755832	42502216	37992200	40376116
"IsMasterProtein"	"P07910"	"Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4"	0	"FALSE"	111.655	42	17	617	17	306	33.7	5.08	1300.7	17	0	325575968	434392544	359862720	361506176	330282272	405223328	278018144	190863840	302424576	225969584	234810368	219452224
"IsMasterProtein"	"Q01518"	"Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5"	0	"FALSE"	112.422	39	17	369	16	475	51.9	8.06	838.79	17	1	199754816	181823584	180786912	76806592	81762408	84183688	81973712	93614232	91285976	119209816	110866952	127388840
"IsMasterProtein"	"Q9NR99"	"Matrix-remodeling-associated protein 5 OS=Homo sapiens OX=9606 GN=MXRA5 PE=1 SV=3"	0	"FALSE"	89.759	8	17	185	17	2828	312	8.32	237.17	17	0	14905473	13820906	13911655	13794052	17074010	18314484	3904938.25	2453246.25	1720248.875	7059858	7731962	8506017
"IsMasterProtein"	"Q93063"	"Exostosin-2 OS=Homo sapiens OX=9606 GN=EXT2 PE=1 SV=1"	0	"FALSE"	87.274	30	17	282	17	718	82.2	6.55	583.83	17	0	23496272	25680242	20521526	34763440	38367144	27348330	24015618	28395242	30400578	28672368	30787010	23330554
"IsMasterProtein"	"P07686"	"Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3"	0	"FALSE"	110.046	35	17	985	16	556	63.1	6.76	1916.85	17	1	282758432	326207168	273449760	504030208	510655168	435951424	288611840	219345168	204924368	442456992	401234208	431579072
"IsMasterProtein"	"Q16394"	"Exostosin-1 OS=Homo sapiens OX=9606 GN=EXT1 PE=1 SV=2"	0	"FALSE"	90.589	29	17	328	17	746	86.2	9.04	578.04	17	0	38248340	46379736	36637928	39275184	45780884	34277888	45220556	47720980	43822532	51207332	48690748	40703660
"IsMasterProtein"	"P31939"	"Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3"	0	"FALSE"	92.298	35	17	255	17	592	64.6	6.71	367.43	17	0	32815694	35384996	40401404	21394436	44745668	21377036	15105427	16062378	18858532	20366646	20911786	26333538
"IsMasterProtein"	"Q02487"	"Desmocollin-2 OS=Homo sapiens OX=9606 GN=DSC2 PE=1 SV=1"	0	"FALSE"	113.373	24	17	729	17	901	99.9	5.34	1892	17	0	36074988	34254292	35792212	110292384	98945824	102322328	73093304	65368364	75969896	292118848	248887936	218286656
"IsMasterProtein"	"P23526"	"Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4"	0	"FALSE"	111.841	38	17	407	16	432	47.7	6.34	968.2	17	1	218490848	216048096	217502656	149521152	152604192	147158656	119767112	147652560	143268832	110417712	107111112	119365536
"IsMasterProtein"	"Q5H9R7"	"Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=2"	0	"FALSE"	94.865	24	17	195	16	873	97.6	4.6	404.73	17	1	26226126	27341782	29403790	14429923	13397786	16790488	14227888	21065390	18688068	16785076	19934306	18349066
"IsMasterProtein"	"Q9Y5K6"	"CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1"	0	"FALSE"	99.664	32	17	256	17	639	71.4	6.4	475.97	17	0	57656612	65735576	56588720	40535616	41990952	42423320	31414566	21268770	28464410	34801800	29486914	34419168
"IsMasterProtein"	"Q04695"	"SWISS-PROT:Q04695 Tax_Id=9606 Gene_Symbol=KRT17 Keratin, type I cytoskeletal 17"	0	"TRUE"	79.862	37	17	412	7	432	48.1	5.02	703.07	17	1	1057241.875	1502690.875	4043211.25	4441677	4691929.5	2565106.25	30550974	788859.6875	459480.78125	2169416.75	739089.3125	1081303.125
"IsMasterProtein"	"Q96P70"	"Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3"	0	"FALSE"	91.005	22	17	353	17	1041	115.9	4.81	760.09	17	0	67307648	74712624	72104184	36143484	34899596	41163392	37565348	44904308	55213864	51893800	56566168	56231344
"IsMasterProtein"	"P07437"	"Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2"	0	"FALSE"	127.736	52	17	885	4	444	49.6	4.89	1829.97	17	16	220933664	337744352	300820096	206279776	221879568	215788288	148179440	136331584	193914944	141939232	154032960	155887072
"IsMasterProtein"	"P00736"	"Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2"	0	"FALSE"	81.922	28	17	325	16	705	80.1	6.21	642.87	17	1	42172384	37542672	34669244	69807912	89515536	78064968	42779500	44346096	42600904	66904452	61479568	55739036
"IsMasterProtein"	"O43847"	"Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3"	0	"FALSE"	74.797	16	17	221	17	1151	131.6	4.98	291.14	17	0	13417473	17257458	17636176	15105539	18678196	15760227	13418499	13134549	16540103	13259836	12754466	14757812
"IsMasterProtein"	"Q9BRK5"	"45 kDa calcium-binding protein OS=Homo sapiens OX=9606 GN=SDF4 PE=1 SV=1"	0	"FALSE"	191.249	46	17	1446	17	362	41.8	4.86	4192.23	17	0	382811296	500388576	371632352	1056233664	996813248	856959104	447387200	280692352	325153152	583137536	471464992	556594944
"IsMasterProtein"	"P41250"	"Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3"	0	"FALSE"	74.921	27	17	231	17	739	83.1	7.03	342.85	17	0	36026120	38942520	37316092	24423754	29401818	25394700	20181742	17199332	19943104	21880650	22135268	22661340
"IsMasterProtein"	"P27348"	"14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1"	0	"FALSE"	108.355	63	17	1343	12	245	27.7	4.78	2578.49	17	1	128262416	108797288	105439824	244819424	241621088	172868816	184270592	156988384	177429664	136687776	132400952	151680656
"IsMasterProtein"	"P09651"	"Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5"	0	"FALSE"	175.41	48	17	2142	14	372	38.7	9.13	4607.44	17	0	1171996288	1500785792	1521040640	738252160	650260736	1033112768	714552320	820829952	1062066112	602044480	756958400	543184960
"IsMasterProtein"	"O94856"	"Neurofascin OS=Homo sapiens OX=9606 GN=NFASC PE=1 SV=4"	0	"FALSE"	79.268	12	16	248	16	1347	149.9	6.65	442.58	16	0	24034780	20481728	21214810	24604112	22817468	24077444	22405876	31531438	21370078	44223428	43013008	38148528
"IsMasterProtein"	"P06865"	"Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2"	0	"FALSE"	95.68	33	16	509	15	529	60.7	5.16	954.58	16	0	130561000	173530368	125379104	248287904	267957344	192593808	174969088	158900064	146808688	223520000	179693888	189325008
"IsMasterProtein"	"Q15424"	"Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4"	0	"FALSE"	91.317	17	16	224	8	915	102.6	5.47	576.09	16	8	71191200	76389376	80978056	109817424	120729176	139017984	43228020	30823334	38482668	56853432	62659600	65345000
"IsMasterProtein"	"P12763"	"SWISS-PROT:P12763 (Bos taurus) Alpha-2-HS-glycoprotein precursor"	0	"TRUE"	145.974	48	16	1211	13	359	38.4	5.5	3610.64	16	3	1893797760	1867889408	4964510720	1719302144	1748621824	1358174720	912849856	2527981824	552446592	3602944768	4423825408	4882416128
"IsMasterProtein"	"Q9BY44"	"Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3"	0	"FALSE"	106.484	37	16	377	16	585	64.9	8.87	811.97	16	0	86754440	86311552	91574616	32038810	33539020	29792434	53914128	77688856	81666048	41291116	37124412	42519896
"IsMasterProtein"	"Q9NR30"	"Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5"	0	"FALSE"	72.368	24	16	151	16	783	87.3	9.28	249.17	16	0	34788996	38784536	34231820	17769246	13874754	19500548	12272994	15339187	13804295	13027874	16350610	13225036
"IsMasterProtein"	"O60264"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1"	0	"FALSE"	63.349	14	16	147	10	1052	121.8	8.09	218.06	16	6	30586576	38817520	30738794	34498324	35239168	27038270	19402822	13389959	19113106	16999884	19002114	19289764
"IsMasterProtein"	"P23352"	"Anosmin-1 OS=Homo sapiens OX=9606 GN=ANOS1 PE=1 SV=3"	0	"FALSE"	90.347	31	16	322	16	680	76.1	9.16	745.4	16	0	109660224	93402776	93203744	48804444	48728392	55890772	41994308	41979084	31371036	52328116	66229164	50410460
"IsMasterProtein"	"P55058"	"Phospholipid transfer protein OS=Homo sapiens OX=9606 GN=PLTP PE=1 SV=1"	0	"FALSE"	164.484	38	16	1344	16	493	54.7	7.01	2160.75	16	0	303565664	344618656	310694880	442765152	421939936	439895136	535140160	512030336	457667424	375433568	315735520	355591712
"IsMasterProtein"	"Q9UDY2"	"Tight junction protein ZO-2 OS=Homo sapiens OX=9606 GN=TJP2 PE=1 SV=2"	0	"FALSE"	74.665	15	16	223	15	1190	133.9	7.4	407.81	16	0	35142684	38289216	37279668	16766401	18281670	20906978	14795028	14611508	17046714	16621094	24668502	21023334
"IsMasterProtein"	"Q10471"	"Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1"	0	"FALSE"	102.691	36	16	449	16	571	64.7	8.35	1006.48	16	0	63055924	68629208	51033496	99437416	107782072	89924632	49425652	53934476	54690212	113784752	108044608	80225856
"IsMasterProtein"	"Q15746"	"Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4"	0	"FALSE"	62.424	9	16	96	16	1914	210.6	6.15	128.47	16	0	20449204	19983518	22676014	7267959	8717562	9226329	7445566.5	7762077	8067845	5638699.5	7199554.5	7447745.5
"IsMasterProtein"	"O75874"	"Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2"	0	"FALSE"	106.063	43	16	728	16	414	46.6	7.01	1201.23	16	0	144696864	145872864	155575136	120246008	137812736	126534800	84733440	112211320	110420392	111796408	100787560	104226128
"IsMasterProtein"	"A5YKK6"	"CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2"	0	"FALSE"	77.335	8	16	140	16	2376	266.8	7.11	216.18	16	0	17668204	22320262	23717568	9370808	7092531.5	5605075.5	16510754	9065979	8139912	11296844	11225373	13130552
"IsMasterProtein"	"P22102"	"Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1"	0	"FALSE"	75.744	19	16	239	16	1010	107.7	6.7	436.4	16	0	40458896	46719368	53439320	24482946	26732908	25381088	30774238	31428390	37196256	21497246	23286592	25322308
"IsMasterProtein"	"P54652"	"Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1"	0	"FALSE"	94.755	21	16	1483	3	639	70	5.74	3443.78	16	0	5185996.5	7009666	6805272	3978672.75	4198808	4977100.5	1930699.25	2390573	2756153.5	3816307.25	3270553.5	3796233.75
"IsMasterProtein"	"P21810"	"Biglycan OS=Homo sapiens OX=9606 GN=BGN PE=1 SV=2"	0	"FALSE"	155.368	52	16	1235	16	368	41.6	7.52	3655.26	16	0	201282240	171979936	192418192	326756608	335692032	337893632	255701584	257543520	228149824	717955904	674676864	716730880
"IsMasterProtein"	"Q71U36"	"Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1"	0	"FALSE"	98.918	48	16	954	6	451	50.1	5.06	1811.5	16	11	356657536	448103648	434563328	256129216	273658336	234497056	133057288	146733248	157200272	161226816	176111408	174950624
"IsMasterProtein"	"Q13439"	"Golgin subfamily A member 4 OS=Homo sapiens OX=9606 GN=GOLGA4 PE=1 SV=1"	0	"FALSE"	61.561	8	16	85	16	2230	261	5.39	58	16	0	3348218.25	4210431.5	4131181.5	11439570	15095203	14303699	7103506	1892647.75	2847919.75	2805754.5	5737409.5	3828401.75
"IsMasterProtein"	"Q9Y2W1"	"Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2"	0	"FALSE"	87.051	17	16	242	15	955	108.6	10.15	636.27	16	1	69184032	71525672	57377300	82712376	57926252	99498800	28654508	20813858	31947662	50637484	55796132	51035980
"IsMasterProtein"	"O60506"	"Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2"	0	"FALSE"	90.821	32	16	292	12	623	69.6	8.59	729.91	16	4	93513128	112203008	96907800	76380216	76988856	78078296	59030184	68590280	72414952	53050188	57383860	53403120
"IsMasterProtein"	"Q9H4D0"	"Calsyntenin-2 OS=Homo sapiens OX=9606 GN=CLSTN2 PE=1 SV=2"	0	"FALSE"	120.202	21	16	581	16	955	106.9	5.39	1428.53	16	0	289300704	300551264	243402720	148828112	180191696	147551232	258754192	242336032	208364464	278212000	251481888	242571664
"IsMasterProtein"	"Q00839"	"Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6"	0	"FALSE"	87.051	20	16	670	16	825	90.5	6	917.1	16	0	227344912	198940928	195398896	116010056	110371136	113420048	99381752	108895968	123972072	93572504	114574800	102959448
"IsMasterProtein"	"Q13275"	"Semaphorin-3F OS=Homo sapiens OX=9606 GN=SEMA3F PE=2 SV=2"	0	"FALSE"	105.987	29	16	461	15	785	88.3	8.27	1096.19	16	1	76585256	72361856	70392816	39102048	44928892	44775772	29631114	30094040	24505466	88822080	89134552	83533392
"IsMasterProtein"	"Q08945"	"FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1"	0	"FALSE"	88.849	28	16	575	16	709	81	6.87	925.15	16	0	296240480	307601344	280324864	142562624	138102896	198809200	135591456	136763456	151362896	139563600	166084480	164324368
"IsMasterProtein"	"P60174"	"Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4"	0	"FALSE"	123.464	77	16	415	16	249	26.7	6.9	1106	16	0	154340608	151009056	134272368	201166288	211149776	160608080	128427992	159834784	193388512	217114672	160266096	167493136
"IsMasterProtein"	"P40227"	"T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3"	0	"FALSE"	82.497	37	16	234	13	531	58	6.68	370.96	16	3	28384046	30783786	30428942	26954276	26228776	24324752	19923842	16004591	21723738	22338536	23272726	25570482
"IsMasterProtein"	"Q8IWU5"	"Extracellular sulfatase Sulf-2 OS=Homo sapiens OX=9606 GN=SULF2 PE=1 SV=1"	0	"FALSE"	87.395	19	16	353	16	870	100.4	9.17	675.51	16	0	99882256	85212592	86994352	134701056	128075888	152665904	32532072	28050370	28760150	81947512	97825088	81179752
"IsMasterProtein"	"Q06830"	"Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1"	0	"FALSE"	99.915	63	16	835	12	199	22.1	8.13	1525.72	16	4	428648512	409422336	396564256	336547616	329826240	312353696	230255184	240648416	272246400	248145744	229115648	264795008
"IsMasterProtein"	"P03956"	"Interstitial collagenase OS=Homo sapiens OX=9606 GN=MMP1 PE=1 SV=3"	0	"FALSE"	86.509	37	16	154	16	469	54	6.96	265.72	16	0	6660125.5	5125555.5	4001772.25	3381600	4388418	2557152.75	104934736	65622160	63308992	5230242.5	6322149.5	4947958
"IsMasterProtein"	"Q07955"	"Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2"	0	"FALSE"	106.088	47	16	920	16	248	27.7	10.36	1870.07	16	0	620202880	609757696	622603712	333788704	298797792	521071392	297672480	275977216	348608704	359626368	422994208	389066048
"IsMasterProtein"	"P04083"	"Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2"	0	"FALSE"	97.651	50	16	374	16	346	38.7	7.02	859.54	16	0	78460608	85301448	77723720	87321992	86527000	71898384	68690960	55703556	63570256	41002176	53475160	50528124
"IsMasterProtein"	"O43143"	"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2"	0	"FALSE"	82.76	24	16	306	16	795	90.9	7.46	518.2	16	0	36012136	48443024	46120996	17919798	17568296	21554166	14576029	19700626	20312356	23806520	26524986	26061054
"IsMasterProtein"	"P00505"	"Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3"	0	"FALSE"	72.07	37	16	285	16	430	47.5	9.01	506.64	16	0	62885516	65414468	63913044	54701308	58279832	50428792	44409128	45176344	44124472	32160426	25661794	28511564
"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1"	0	"FALSE"	120.422	48	16	827	4	445	49.8	4.89	1664.51	16	0	18480504	25175120	25262508	12765336	16498087	15038079	11162032	12254624	13323982	11910712	14536029	11317127
"IsMasterProtein"	"P50454"	"Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2"	0	"FALSE"	122.614	44	16	434	16	418	46.4	8.69	838.73	16	0	53961572	90682664	75108840	73703656	85663800	85570400	44346620	36410712	37408532	34928532	41175408	34721780
"IsMasterProtein"	"Q08174"	"Protocadherin-1 OS=Homo sapiens OX=9606 GN=PCDH1 PE=1 SV=2"	0	"FALSE"	99.526	20	16	399	16	1060	114.7	5.03	908.12	16	0	50909456	50268020	46285516	81117888	76143512	74911104	122246368	97249240	102265664	88882824	71719624	71675520
"IsMasterProtein"	"Q14CX7"	"N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA25 PE=1 SV=1"	0	"FALSE"	79.905	18	16	257	16	972	112.2	6.64	427.57	16	0	18704638	22557438	24329998	11741185	11579832	10314551	11559732	12698808	15237926	11242575	11775515	13737397
"IsMasterProtein"	"P14314"	"Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2"	0	"FALSE"	118.414	29	16	1098	16	528	59.4	4.41	2360.82	16	0	288702464	318946624	297857344	518143296	513889344	460777504	412797312	295319808	273423584	291356544	240171424	289043712
"IsMasterProtein"	"Q7KZF4"	"Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1"	0	"FALSE"	68.683	23	16	164	16	910	101.9	7.17	248.72	16	0	18748356	26942230	22228886	15605693	13538869	14675476	11468162	14467508	13741455	13314160	12214086	14524157
"IsMasterProtein"	"Q9N2I2"	"SWISS-PROT:Q9N2I2 (Bos taurus) Plasma serine protease inhibitor precursor"	0	"TRUE"	132.437	51	16	586	16	404	45.3	9.36	1262.4	16	0	32211440	49133456	71747792	338411232	320060064	344508608	102856696	87343560	70385704	90608672	95396800	108643336
"IsMasterProtein"	"O15144"	"Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1"	0	"FALSE"	103.482	45	16	1162	16	300	34.3	7.36	1636.08	16	0	166229408	179452096	170967936	81105504	98749488	93232720	97504936	128624896	138583872	140462720	142110848	132980640
"IsMasterProtein"	"Q9H1E3"	"Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1"	0	"FALSE"	145.163	63	15	815	15	243	27.3	5.08	2587.9	15	0	778437376	684084544	582577856	585355520	477533088	560749504	602769536	532985024	587963904	602182144	611693824	584820544
"IsMasterProtein"	"P39023"	"60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2"	0	"FALSE"	92.339	41	15	329	15	403	46.1	10.18	773.82	15	0	97544664	102984504	86617264	33280038	23827756	34893648	33787584	48258440	52510916	40315124	51122272	41224864
"IsMasterProtein"	"P18583"	"Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4"	0	"FALSE"	63.505	9	15	194	15	2426	263.7	5.64	393.3	15	0	22030706	29375838	26975248	21693612	21627046	27265548	16183408	8967753	13036289	16496523	15729915	16152534
"IsMasterProtein"	"Q9Y230"	"RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3"	0	"FALSE"	94.26	34	15	430	15	463	51.1	5.64	1102.57	15	0	66774364	90966232	76881632	39584180	44417284	41365160	28871132	33294992	37745540	48288680	54825316	55107812
"IsMasterProtein"	"P42892"	"Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2"	0	"FALSE"	91.872	25	15	279	15	770	87.1	5.88	476.28	15	0	33432892	69398224	36874788	23810852	23057606	23897426	29319746	29075354	26479146	16820106	16569304	18722490
"IsMasterProtein"	"P12110"	"Collagen alpha-2(VI) chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4"	0	"FALSE"	86.05	19	15	341	15	1019	108.5	6.21	813.81	15	0	56948220	51823376	50446884	67621344	64651784	71964472	85659872	83178728	71665704	65477328	59595272	53952076
"IsMasterProtein"	"P02768-1"	"SWISS-PROT:P02768-1 Tax_Id=9606 Gene_Symbol=ALB Isoform 1 of Serum albumin precursor"	0	"TRUE"	83.137	21	15	909	10	609	69.3	6.28	1457.7	15	0	26537230	13799079	12810550	16933626	18181728	16204017	10591118	11549418	12141000	25391832	13384349	15200289
"IsMasterProtein"	"P31946"	"14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3"	0	"FALSE"	106.267	63	15	1513	7	246	28.1	4.83	2812.46	15	4	176468400	172620048	163919696	330511808	333274784	247867952	218030944	191984576	234874480	169077216	164339616	197032320
"IsMasterProtein"	"Q86VM9"	"Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2"	0	"FALSE"	80.659	23	15	103	15	953	106.3	8.32	248.6	15	0	17879430	17803588	18369336	23109152	23256632	28448918	16203460	9892572	11560339	12432618	16697222	13131783
